planta,flora nome,flora status,plant nome,plant status,comparacao
Juncus microcephalus,none,none,none,none,igual
Juncus sellowianus,none,none,none,none,igual
Juncus scirpoides,none,none,none,none,igual
Lilaea scilloides,none,none,none,none,igual
Triglochin striata,none,none,none,none,igual
Hyptis atrorubens,none,none,none,none,igual
Hyptis brevipes,none,none,none,none,igual
Hyptis caespitosa,none,none,none,none,igual
Hyptis dilatata,none,none,none,none,igual
Hyptis fasciculata,none,none,none,none,igual
Hyptis lacustris,none,none,none,none,igual
Hyptis lagenaria,none,none,none,none,igual
Hyptis lantaniifolia,none,none,none,none,igual
Hyptis lappacea,none,none,none,none,igual
Hyptis lorentziana,none,none,none,none,igual
Hyptis mutabilis,none,none,none,none,igual
Hyptis parkeri,none,none,none,none,igual
Hyptis recurvata,none,none,none,none,igual
Hyptis spicigera,none,none,none,none,igual
Hyptis suaveolens,none,none,none,none,igual
Hyptis tetracephala,none,none,none,none,igual
Hyptis vilis,none,none,none,none,igual
Marsypianthes chamaedrys,none,none,none,none,igual
Ocimum campechianum,none,none,none,none,igual
Prunella vulgaris,none,none,none,none,igual
Salvia arenaria,none,none,none,none,igual
Salvia scabrida,none,none,none,none,igual
Scutellaria minor,none,none,none,none,igual
Vitex cymosa,none,none,none,none,igual
Vitex megapotamica,none,none,none,none,igual
Cassytha filiformis,none,none,none,none,igual
Genlisea filiformis,none,none,none,none,igual
Utricularia adpressa,none,none,none,none,igual
Utricularia breviscapa,none,none,none,none,igual
Utricularia cucculata,none,none,none,none,igual
Utricularia erectiflora,none,none,none,none,igual
Utricularia fimbriata,none,none,none,none,igual
Utricularia foliosa,none,none,none,none,igual
Utricularia gibba,none,none,none,none,igual
Utricularia guyanensis,none,none,none,none,igual
Utricularia hydrocarpa,none,none,none,none,igual
Utricularia inflata,none,none,none,none,igual
Utricularia juncea,none,none,none,none,igual
Utricularia laciniata,none,none,none,none,igual
Utricularia laxa,none,none,none,none,igual
Utricularia myriocista,none,none,none,none,igual
Utricularia nana,none,none,none,none,igual
Utricularia neottioides,none,none,none,none,igual
Utricularia nervosa,none,none,none,none,igual
Utricularia nigrescens,none,none,none,none,igual
Utricularia olivacea,none,none,none,none,igual
Utricularia physoceras,none,none,none,none,igual
Utricularia praelonga,none,none,none,none,igual
Utricularia poconensis,none,none,none,none,igual
Utricularia pusilla,none,none,none,none,igual
Utricularia reniformis,none,none,none,none,igual
Utricularia simulans,none,none,none,none,igual
Utricularia subulata,none,none,none,none,igual
Utricularia trichophylla,none,none,none,none,igual
Utricularia tricolor,none,none,none,none,igual
Utricularia triloba,none,none,none,none,igual
Utricularia warmingii,none,none,none,none,igual
Lindernia crustacea,none,none,none,none,igual
Lindernia diffusa,none,none,none,none,igual
Lindernia microcalyx,none,none,none,none,igual
Lindernia rotundifolia,none,none,none,none,igual
Torenia thouarsii,none,none,none,none,igual
Spigelia anthelmia,none,none,none,none,igual
Ammannia auriculata,none,none,none,none,igual
Ammannia latifolia,none,none,none,none,igual
Cuphea antisyphilitica,none,none,none,none,igual
Cuphea arenarioides,none,none,none,none,igual
Cuphea campestris,none,none,none,none,igual
Cuphea carthagenensis,none,none,none,none,igual
Cuphea circaeoides,none,none,none,none,igual
Cuphea fruticosa,none,none,none,none,igual
Cuphea ingrata,none,none,none,none,igual
Cuphea melvilla,none,none,none,none,igual
Cuphea racemosa,none,none,none,none,igual
Cuphea repens,none,none,none,none,igual
Cuphea sessiliflora,none,none,none,none,igual
Heimia myrtifolia,none,none,none,none,igual
Lythrum hyssopifolia,none,none,none,none,igual
Pleurophora anomala,none,none,none,none,igual
Rotala mexicana,none,none,none,none,igual
Rotala ramosior,none,none,none,none,igual
Rotala rotundifolia,none,none,none,none,igual
Byrsonima intermedia,none,none,none,none,igual
Byttneria genistella,none,none,none,none,igual
Byttneria palustris,none,none,none,none,igual
Byttneria ramosissima,none,none,none,none,igual
Byttneria scabra,none,none,none,none,igual
Corchorus argutus,none,none,none,none,igual
Corchorus hirtus,none,none,none,none,igual
Helicteres guazumifolia,none,none,none,none,igual
Hibiscus bifurcatus,none,none,none,none,igual
Hibiscus cisplatinus,none,none,none,none,igual
Hibiscus dimidiatus,none,none,none,none,igual
Hibiscus diversifolius,none,none,none,none,igual
Hibiscus furcellatus,none,none,none,none,igual
Hibiscus sororius,none,none,none,none,igual
Hibiscus striatus,none,none,none,none,igual
Malachra radiata,none,none,none,none,igual
Melochia arenosa,none,none,none,none,igual
Melochia graminifolia,none,none,none,none,igual
Melochia hirsuta,none,none,none,none,igual
Melochia simplex,none,none,none,none,igual
Melochia spicata,none,none,none,none,igual
Monteiroa ptarmicifolia,none,none,none,none,igual
Pavonia angustifolia,none,none,none,none,igual
Pavonia cancellata,none,none,none,none,igual
Pavonia grandiflora,none,none,none,none,igual
Pavonia laetevirens,none,none,none,none,igual
Pavonia sessiliflora,none,none,none,none,igual
Sida acuta,none,none,none,none,igual
Sida anomala,none,none,none,none,igual
Sida galheirensis,none,none,none,none,igual
Sida rhombifolia,none,none,none,none,igual
Sida setosa,none,none,none,none,igual
Sida spinosa,none,none,none,none,igual
Sidastrum multiflorum,none,none,none,none,igual
Triumfetta althaeoides,none,none,none,none,igual
Urena lobata,none,none,none,none,igual
Waltheria americana,none,none,none,none,igual
Waltheria indica,none,none,none,none,igual
Calathea capitata,none,none,none,none,igual
Calathea comosa,none,none,none,none,igual
Calathea lanata,none,none,none,none,igual
Calathea loeseneri,none,none,none,none,igual
Calathea micans,none,none,none,none,igual
Ischnosiphon polyphyllus,none,none,none,none,igual
Thalia multiflora,none,none,none,none,igual
Thalia geniculata,none,none,none,none,igual
Mayaca fluviatilis,none,none,none,none,igual
Mayaca kunthii,none,none,none,none,igual
Mayaca longipes,none,none,none,none,igual
Mayaca sellowiana,none,none,none,none,igual
Aciotis acuminifolia,none,none,none,none,igual
Aciotis ornata,none,none,none,none,igual
Acisanthera alsinaefolia,none,none,none,none,igual
Acisanthera divaricarta,none,none,none,none,igual
Acisanthera fluitans,none,none,none,none,igual
Acisanthera limnobios,none,none,none,none,igual
Acisanthera variabilis,none,none,none,none,igual
Cambessedesia hilariana,none,none,none,none,igual
Clidemia capitellata,none,none,none,none,igual
Clidemia hirta,none,none,none,none,igual
Comolia villosa,none,none,none,none,igual
Desmoscelis villosa,none,none,none,none,igual
Lavoisiera umbricata,none,none,none,none,igual
Leandra multiplinervis,none,none,none,none,igual
Maicarea radula,none,none,none,none,igual
Miconia chamissois,none,none,none,none,igual
Microlepis oleifolia,none,none,none,none,igual
Microlicia myrtoidea,none,none,none,none,igual
Pterolepis glomerata,none,none,none,none,igual
Pterolepis repanda,none,none,none,none,igual
Rhynchanthera cordata,none,none,none,none,igual
Rhynchanthera dichotoma,none,none,none,none,igual
Rhynchanthera grandiflora,none,none,none,none,igual
Rhynchanthera hispida,none,none,none,none,igual
Rhynchanthera novemnervia,none,none,none,none,igual
Rhynchanthera serrulata,none,none,none,none,igual
Rhynchanthera verbenoides,none,none,none,none,igual
Tibouchina aspera,none,none,none,none,igual
Tibouchina asperior,none,none,none,none,igual
Tibouchina cerastifolia,none,none,none,none,igual
Tibouchina cisplatensis,none,none,none,none,igual
Tibouchina gracilis,none,none,none,none,igual
Tibouchina herbacea,none,none,none,none,igual
Tibouchina sebastianopolitana,none,none,none,none,igual
Tibouchina semidecandra,none,none,none,none,igual
Tibouchina trichopoda,none,none,none,none,igual
Tibouchina urceolaris,none,none,none,none,igual
Cissampelos andromorpha,none,none,none,none,igual
Cissampelos glaberrima,none,none,none,none,igual
Odontocarya arifolia,none,none,none,none,igual
Odontocarya tamoides,none,none,none,none,igual
Nymphoides grayana,none,none,none,none,igual
Nymphoides humboldtiana,none,none,none,none,igual
Nymphoides indica,none,none,none,none,igual
Glinus radiatus,none,none,none,none,igual
Mollugo verticillata,none,none,none,none,igual
Psidium acutangulum,none,none,none,none,igual
Psidium cattleianum,none,none,none,none,igual
Nymphaea alba,none,none,none,none,igual
Nymphaea amazonum,none,none,none,none,igual
Nymphaea ampla,none,none,none,none,igual
Nymphaea belophylla,none,none,none,none,igual
Nymphaea caerulea,none,none,none,none,igual
Nymphaea capensis,none,none,none,none,igual
Nymphaea gardneriana,none,none,none,none,igual
Nymphaea jamesoniana,none,none,none,none,igual
Nymphaea lasiophylla,none,none,none,none,igual
Nymphaea lingulata,none,none,none,none,igual
Nymphaea lotus,none,none,none,none,igual
Nymphaea mexicana,none,none,none,none,igual
Nymphaea odorata,none,none,none,none,igual
Nymphaea oxypetala,none,none,none,none,igual
Nymphaea prolifera,none,none,none,none,igual
Nymphaea pulchella,none,none,none,none,igual
Nymphaea rubra,none,none,none,none,igual
Nymphaea rudgeana,none,none,none,none,igual
Victoria amazonica,none,none,none,none,igual
Sauvagesia erecta,none,none,none,none,igual
Sauvagesia racemosa,none,none,none,none,igual
Sauvagesia rubiginosa,none,none,none,none,igual
Sauvagesia sprengelii,none,none,none,none,igual
Ludwigia affinis,none,none,none,none,igual
Ludwigia caparosa,none,none,none,none,igual
Ludwigia decurrens,none,none,none,none,igual
Ludwigia densiflora,none,none,none,none,igual
Ludwigia elegans,none,none,none,none,igual
Ludwigia erecta,none,none,none,none,igual
Ludwigia filiformis,none,none,none,none,igual
Ludwigia grandiflora,none,none,none,none,igual
Ludwigia helminthorrhiza,none,none,none,none,igual
Ludwigia hexapetala,none,none,none,none,igual
Ludwigia hyssopifolia,none,none,none,none,igual
Ludwigia inclinata,none,none,none,none,igual
Ludwigia irwinii,none,none,none,none,igual
Ludwigia lagunae,none,none,none,none,igual
Ludwigia leptocarpa,none,none,none,none,igual
Ludwigia linifolia,none,none,none,none,igual
Ludwigia longifolia,none,none,none,none,igual
Ludwigia major,none,none,none,none,igual
Ludwigia multinervia,none,none,none,none,igual
Ludwigia nervosa,none,none,none,none,igual
Ludwigia octovalvis,none,none,none,none,igual
Ludwigia peploides,none,none,none,none,igual
Ludwigia peruviana,none,none,none,none,igual
Ludwigia rigida,none,none,none,none,igual
Ludwigia sedoides,none,none,none,none,igual
Ludwigia sericea,none,none,none,none,igual
Ludwigia suffruticosa,none,none,none,none,igual
Ludwigia tomentosa,none,none,none,none,igual
Ludwigia torulosa,none,none,none,none,igual
Ludwigia uruguayensis,none,none,none,none,igual
Anacheilium alagoense,none,none,none,none,igual
Cleistes gracilis,none,none,none,none,igual
Cyrtopodium paludicolum,none,none,none,none,igual
Epidendrum dendrobioides,none,none,none,none,igual
Erythrodes pumila,none,none,none,none,igual
Eulophia alta,none,none,none,none,igual
Habenaria aricaensis,none,none,none,none,igual
Habenaria brachyphyton,none,none,none,none,igual
Habenaria bractescens,none,none,none,none,igual
Habenaria graciliscarpa,none,none,none,none,igual
Habenaria inconspicua,none,none,none,none,igual
Habenaria johannensis,none,none,none,none,igual
Habenaria nabucoi,none,none,none,none,igual
Habenaria nuda,none,none,none,none,igual
Habenaria parviflora,none,none,none,none,igual
Habenaria pratensis,none,none,none,none,igual
Habenaria repens,none,none,none,none,igual
Habenaria riedelii,none,none,none,none,igual
Habenaria vaupellii,none,none,none,none,igual
Buchnera palustris,none,none,none,none,igual
Buchnera rosea,none,none,none,none,igual
Melasma melampyroides,none,none,none,none,igual
Vellosiella dracocephaloides,none,none,none,none,igual
Oxalis barrelieri,none,none,none,none,igual
Passiflora foetida,none,none,none,none,igual
Passiflora vespertilio,none,none,none,none,igual
Piriqueta cistoides,none,none,none,none,igual
Piriqueta duarteana,none,none,none,none,igual
Piriqueta racemosa,none,none,none,none,igual
Turnera scabra,none,none,none,none,igual
Sesamum indicum,none,none,none,none,igual
Phyllanthus fluitans,none,none,none,none,igual
Phyllanthus hyssopifolioloides,none,none,none,none,igual
Phyllanthus niruri,none,none,none,none,igual
Phyllanthus sellowianus,none,none,none,none,igual
Phyllanthus stipulatus,none,none,none,none,igual
Phytolacca thyrsiflora,none,none,none,none,igual
Piper caldense,none,none,none,none,igual
Piper fuligineum,none,none,none,none,igual
Achetaria ocymoides,none,none,none,none,igual
Angelonia gardneri,none,none,none,none,igual
Bacopa aquatica,none,none,none,none,igual
Bacopa arenaria,none,none,none,none,igual
Bacopa egensis,none,none,none,none,igual
Bacopa lanigera,none,none,none,none,igual
Bacopa monnieri,none,none,none,none,igual
Bacopa rotundifolia,none,none,none,none,igual
Bacopa salzmannii,none,none,none,none,igual
Bacopa serpylloides,none,none,none,none,igual
Bacopa stricta,none,none,none,none,igual
Bcopa reflexa,none,none,none,none,igual
Callitriche deflexa,none,none,none,none,igual
Callitriche rimosa,none,none,none,none,igual
Conobea aquatica,none,none,none,none,igual
Gratiola peruviana,none,none,none,none,igual
Mecardonia procumbens,none,none,none,none,igual
Mecardonia serpylloides,none,none,none,none,igual
Micranthemum umbrosum,none,none,none,none,igual
Plantago australis,none,none,none,none,igual
Scoparia dulcis,none,none,none,none,igual
Scoparia montevidensis,none,none,none,none,igual
Stemodia durantifolia,none,none,none,none,igual
Stemodia maritima,none,none,none,none,igual
Stemodia pratensis,none,none,none,none,igual
Limonium brasiliense,none,none,none,none,igual
Acroceras zizanioides,none,none,none,none,igual
Agrostis palustris,none,none,none,none,igual
Andropogon bicornis,none,none,none,none,igual
Andropogon leucostachyus,none,none,none,none,igual
Andropogon selloanus,none,none,none,none,igual
Andropogon virgatus,none,none,none,none,igual
Anthephora hermaphrodita,none,none,none,none,igual
Axonopus brasiliensis,none,none,none,none,igual
Axonopus leptostachyus,none,none,none,none,igual
Axonopus purpusii,none,none,none,none,igual
Bambusa trinii,none,none,none,none,igual
Brachiaria brizantha,none,none,none,none,igual
Brachiaria decumbens,none,none,none,none,igual
Brachiaria mutica,none,none,none,none,igual
Brachiaria plantaginea,Brachiaria plantaginea,sinonimo,Brachiaria plantaginea (Link) Hitchc.,nome aceito,diferente
Cenchrus echinatus,none,none,none,none,igual
Cenchrus purpureus,none,none,none,none,igual
Chloris barbata,none,none,none,none,igual
Chloris exilis,none,none,none,none,igual
Coix lacryma-jobi,none,none,none,none,igual
Cynodon dactylon,none,none,none,none,igual
Dactyloctenium aegyptium,none,none,none,none,igual
Digitaria ciliaris,none,none,none,none,igual
Digitaria horizontalis,none,none,none,none,igual
Digitaria violascens,none,none,none,none,igual
Dinebra scabra,none,none,none,none,igual
Echinochloa crusgalli,none,none,none,none,igual
Echinochloa crus-pavonis,none,none,none,none,igual
Echinochloa polystachya,none,none,none,none,igual
Echinochloa colona,none,none,none,none,igual
Eleusine indica,none,none,none,none,igual
Eragrostis acutiflora,none,none,none,none,igual
Eragrostis bahiensis,none,none,none,none,igual
Eragrostis ciliaris,none,none,none,none,igual
Eragrostis hypnoides,none,none,none,none,igual
Eragrostis japonica,none,none,none,none,igual
Eragrostis pilosa,none,none,none,none,igual
Eragrostis tenella,none,none,none,none,igual
Eriochloa distachya,none,none,none,none,igual
Eriochloa punctata,none,none,none,none,igual
Eriochrysis cayennensis,none,none,none,none,igual
Gynerium sagittatum,none,none,none,none,igual
Heleochloa schoenoides,none,none,none,none,igual
Homolepis aturensis,none,none,none,none,igual
Homolepis isocalycia,none,none,none,none,igual
Hymenachne donacifolia,none,none,none,none,igual
Hymenachne amplexicaulis,none,none,none,none,igual
Hypoginum virgatum,none,none,none,none,igual
Imperata brasiliensis,none,none,none,none,igual
Imperata tenuis,none,none,none,none,igual
Isachne polygonoides,none,none,none,none,igual
Ischaemum guianense,none,none,none,none,igual
Ischaemum minus,none,none,none,none,igual
Lasiacis procerrima,none,none,none,none,igual
Leersia hexandra,none,none,none,none,igual
Leptochloa fascicularis,none,none,none,none,igual
Leptochloa virgata,none,none,none,none,igual
Leptocoryphium lanatum,none,none,none,none,igual
Luziola bahiensis,none,none,none,none,igual
Luziola brasiliana,none,none,none,none,igual
Luziola fragilis,none,none,none,none,igual
Luziola peruviana,none,none,none,none,igual
Luziola spruceana,none,none,none,none,igual
Luziola subintegra,none,none,none,none,igual
Megathyrsus maximus,none,none,none,none,igual
Mesosetum loliiforme,none,none,none,none,igual
Olyra ecaudata,none,none,none,none,igual
Olyra longifolia,none,none,none,none,igual
Oryza glumaepatula,none,none,none,none,igual
Oryza grandiglumis,none,none,none,none,igual
Oryza latifolia,none,none,none,none,igual
Oryza sativa,none,none,none,none,igual
Otachyrium succisum,none,none,none,none,igual
Otachyrium versicolor,none,none,none,none,igual
Panicum aquaticum,none,none,none,none,igual
Panicum boliviense,none,none,none,none,igual
Panicum dichotomiflorum,none,none,none,none,igual
Panicum elephantipes,none,none,none,none,igual
Panicum grande,none,none,none,none,igual
Panicum grumosum,none,none,none,none,igual
Panicum helobium,none,none,none,none,igual
Panicum laxum,none,none,none,none,igual
Panicum maximum,none,none,none,none,igual
Panicum mertensii,none,none,none,none,igual
Panicum milleflorum,none,none,none,none,igual
Panicum parvifolium,none,none,none,none,igual
Panicum pernambuncense,none,none,none,none,igual
Panicum prionitis,none,none,none,none,igual
Panicum repens,none,none,none,none,igual
Panicum rivulare,none,none,none,none,igual
Panicum sabulorum,none,none,none,none,igual
Panicum schwackeanum,none,none,none,none,igual
Paratheria prostrata,none,none,none,none,igual
Pariana campestris,none,none,none,none,igual
Paspalidium paludivagum,none,none,none,none,igual
Paspalidium geminatum,none,none,none,none,igual
Paspalum acuminatum,none,none,none,none,igual
Paspalum boscianum,none,none,none,none,igual
Paspalum conjugatum,none,none,none,none,igual
Paspalum conspersum,none,none,none,none,igual
Paspalum coryphaeum,none,none,none,none,igual
Paspalum densum,none,none,none,none,igual
Paspalum denticulatum,none,none,none,none,igual
Paspalum distichum,none,none,none,none,igual
Paspalum fasciculatum,none,none,none,none,igual
Paspalum glaucescens,none,none,none,none,igual
Paspalum hydrophyllum,none,none,none,none,igual
Paspalum ligulare,none,none,none,none,igual
Paspalum melanospermum,none,none,none,none,igual
Paspalum millegrana,none,none,none,none,igual
Paspalum morichalense,none,none,none,none,igual
Paspalum orbiculatum,none,none,none,none,igual
Paspalum pulchellum,none,none,none,none,igual
Paspalum pumilum,none,none,none,none,igual
Paspalum repens,none,none,none,none,igual
Paspalum trichophyllum,none,none,none,none,igual
Paspalum vaginatum,none,none,none,none,igual
Paspalum virgatum,none,none,none,none,igual
Paspalum wrightii,none,none,none,none,igual
Pennisetum purpureum,none,none,none,none,igual
Poidium calotheca,none,none,none,none,igual
Polypogon elongatus,none,none,none,none,igual
Raddiella esenbeckii,none,none,none,none,igual
Rhytachne rottboellioides,none,none,none,none,igual
Reimarochloa aberrans,none,none,none,none,igual
Reimarochloa acuta,Reimarochloa acuta (Flüggé) Hitchc.,nome aceito,Reimarochloa acuta (Flüggé) Hitchc.,nome aceito,igual
Reimarochloa brasiliensis,none,none,Reimarochloa brasiliensis (Spreng.) Hitchc.,sinonimo,diferente
Rugoloa hylaeica,none,none,none,none,igual
Rugoloa pilosa,none,none,none,none,igual
Rugoloa polygonata,none,none,none,none,igual
Sacciolepis striata,none,none,none,none,igual
Sacciolepis vilvoides,none,none,none,none,igual
Sacciolepis myuros,Sacciolepis myuros (Lam.) Chase,nome aceito,Sacciolepis myuros (Lam.) Chase,nome aceito,igual
Spartina alterniflora,none,none,none,none,igual
Spartina densiflora,none,none,none,none,igual
Setaria pauciflora,none,none,none,none,igual
Setaria parviflora,none,none,none,none,igual
Sorghastrum setosum,none,none,none,none,igual
Sorghum bicolor,none,none,none,none,igual
Sporobolus virginicus,none,none,none,none,igual
Sporobolus indicus,none,none,none,none,igual
Steinchisma laxa,none,none,none,none,igual
Steinchisma laxum,none,none,none,none,igual
Steinchisma decipiens,none,none,none,none,igual
Stephostachys mertensii,none,none,none,none,igual
Trichanthecium cyanenscens,none,none,none,none,igual
Trichanthecium micranthum,none,none,none,none,igual
Trichanthecium nervosum,none,none,none,none,igual
Trichanthecium parvifolium,none,none,none,none,igual
Trichanthecium pyrularium,none,none,none,none,igual
Urochloa humidicola,none,none,none,none,igual
Urochloa plantaginea,Urochloa plantaginea (Link) R.D.Webster,nome aceito,Urochloa plantaginea (Link) R.D.Webster,sinonimo,diferente
Urochloa subquadripara,none,none,none,none,igual
Zizaniopsis bonariensis,none,none,none,none,igual
